numero_de_cliente	prob
11675570	0.00179059742486221
11675731	0.00109132563716107
11677630	0.00586891183524367
11678491	0.000745792489340396
11678621	0.00173579324156256
11679331	0.00156812125328625
11680281	0.00112346755064434
11682860	0.000506668766233309
11683331	0.0145881727907348
11685801	0.000587454208120837
11687440	0.00187685804739728
11687720	0.000702892145029022
11688421	0.00280118276411735
11689401	0.0226499699407592
11690330	0.00159264919510361
11690740	0.00624575587134875
11691191	0.00511226395923672
11691850	0.00227794400044559
11695140	0.0384175928682698
11695321	0.00123170008091013
11697261	0.00187082571770258
11697490	0.0702756582127753
11698501	0.00164359240245799
11698641	0.00160206536845349
11700691	0.000406792996587171
11700790	0.00271026160127927
11701350	0.000610750176293578
11701770	0.00677806507528152
11702170	0.0005412335219249
11702430	0.000477205013422929
11702710	0.00122972741755701
11703280	0.000634347322904806
11704161	0.000534075925358073
11704260	0.00243263094213442
11704650	0.00121751576370014
11705610	0.219837836032705
11708130	0.000427438210044691
11709131	0.000897542423669748
11713251	0.000901127723763391
11716360	0.00113933934353058
11717880	0.000612014404875417
11720520	0.0110108600276098
11723611	0.000733465759873453
11724141	0.000759061683959491
11724520	0.00179290027555064
11725200	0.0652137808098633
11725651	0.00230189143309689
11729620	0.00299351285594585
11731950	0.00224678767543226
11732421	0.000871660556700016
11734201	0.00161337402506319
11738921	0.000384183444006248
11739140	0.000495184076339777
11740680	0.000739220972861092
11742460	0.00140294096216798
11744100	0.000853987623480814
11745200	0.00138571913497691
11746710	0.00270788665723224
11746730	0.00405279039865831
11747710	0.000683143953975273
11748120	0.0152292714761029
11748810	0.000872791052120184
11749090	0.00170820640382682
11750710	0.0039933615168728
11753050	0.00268861287806782
11753261	0.0133953523614027
11753910	0.000620233098196759
11758720	0.00274821822542252
11759960	0.00173472089183391
11760001	0.000624125325447047
11760370	0.0162981012452623
11760780	0.00131178909329151
11763160	0.000591151718473292
11763191	0.000470214123235804
11763301	0.002664458404437
11763540	0.00650152880846779
11764540	0.00364367379343524
11764971	0.00847075432883907
11765330	0.00104339306006923
11765340	0.00135250840099776
11766751	0.00342368733399163
11770150	0.00109241514791033
11772500	0.000919362487658674
11774481	0.00439585105277946
11776961	0.000514080430668686
11777661	0.000962368097713708
11777951	0.00102555894693201
11778631	0.000794237780851128
11778761	0.00205982559414724
11779270	0.00136277765817565
11779810	0.0010043666423369
11779820	0.00477477731886649
11781360	0.00136407062566195
11783010	0.00315168160801699
11783150	0.000975440039319999
11783410	0.0016044067215966
11784561	0.00126169918354792
11786491	0.000529875708801658
11787140	0.00271091138157433
11791581	0.0190363784903185
11791601	0.000624543575383703
11792120	0.00332739345162936
11796240	0.00441729739488423
11796660	0.00241591500962259
11796800	0.0010746182742556
11797200	0.00168973008742053
11797600	0.00074285593793531
11798331	0.00209213226385545
11799690	0.0146892025137363
11799940	0.0113891993311793
11800250	0.00124322603076678
11803021	0.00234513596314579
11803461	0.0503878311075196
11804131	0.000372428193411488
11806990	0.000786377770345892
11807871	0.000789137506550158
11808110	0.012296334902636
11808561	0.00764616984096046
11809921	0.0168481272633116
11810460	0.000820864010800866
11810471	0.00106296982222085
11812131	0.061466819190458
11813501	0.00308860334117871
11813740	0.000651993733408383
11814221	0.00404934895772763
11814850	0.000763705127719833
11815150	0.00549331646053873
11817641	0.000620162386181731
11817661	0.00075080878945097
11818221	0.00181050657376354
11818280	0.0699148154322419
11819171	0.0348989978058564
11819851	0.000972290896746916
11823130	0.00203308215099879
11823820	0.0124022042254869
